,0,1,2
14053,Right attack,775,650
14054,Central attack,825,925
14055,Left attack,575,575
14056,Indirect set pieces,Indirect set pieces,Indirect set pieces
14057,Defence,600,750
14058,Attack,650,700
14059,Match plan,Match plan,Match plan
14060,Team attitude,(Hidden),(Hidden)
14061,Tactic,Normal,Normal
14062,Tactic skill,(no tactic),(no tactic)
14063,Style of play,100% Offensive,Neutral
14064,Average ratings,Average ratings,Average ratings
14065,Total player experience,550,650
14066,Average midfield,525,750
14067,Average defence,600,1025
14068,Average attack,725,725
14069,Total average,625,825
14070,Midfield,1000,900
14071,Right defence,1000,1050
14072,Central defence,1000,1175
14073,Left defence,850,1000
14074,Right attack,1100,775
14075,Central attack,825,925
14076,Left attack,950,850
14077,Indirect set pieces,Indirect set pieces,Indirect set pieces
14078,Defence,925,850
14079,Attack,600,625
14080,Match plan,Match plan,Match plan
14081,Team attitude,(Hidden),(Hidden)
14082,Tactic,Normal,Normal
14083,Tactic skill,(no tactic),(no tactic)
14084,Style of play,Neutral,100% Offensive
14085,Average ratings,Average ratings,Average ratings
14086,Total player experience,650,800
14087,Average midfield,1000,900
14088,Average defence,950,1075
14089,Average attack,950,850
14090,Total average,975,950
14091,Midfield,400,850
14092,Right defence,1125,800
14093,Central defence,1075,1250
14094,Left defence,950,800
14095,Right attack,800,925
14096,Central attack,800,1225
14097,Left attack,1100,625
14098,Indirect set pieces,Indirect set pieces,Indirect set pieces
14099,Defence,750,750
14100,Attack,600,700
14101,Match plan,Match plan,Match plan
14102,Team attitude,(Hidden),(Hidden)
14103,Tactic,Counter-attacks,Normal
14104,Tactic skill,11,(no tactic)
14105,Style of play,Neutral,Neutral
14106,Average ratings,Average ratings,Average ratings
14107,Total player experience,475,625
14108,Average midfield,400,850
14109,Average defence,1050,950
14110,Average attack,900,925
14111,Total average,775,900
14112,Midfield,600,600
14113,Right defence,800,1000
14114,Central defence,750,925
14115,Left defence,650,1125
14116,Right attack,575,800
14117,Central attack,800,825
14118,Left attack,625,775
14119,Indirect set pieces,Indirect set pieces,Indirect set pieces
14120,Defence,625,700
14121,Attack,625,475
14122,Match plan,Match plan,Match plan
14123,Team attitude,(Hidden),(Hidden)
14124,Tactic,Attack in the Middle,Attack on wings
14125,Tactic skill,13,20
14126,Style of play,Neutral,100% Offensive
14127,Average ratings,Average ratings,Average ratings
14128,Total player experience,575,925
14129,Average midfield,600,600
14130,Average defence,750,1025
14131,Average attack,675,800
14132,Total average,675,800
14133,Midfield,725,525
14134,Right defence,975,900
14135,Central defence,875,1000
14136,Left defence,850,700
14137,Right attack,775,500
14138,Central attack,925,550
14139,Left attack,750,500
14140,Indirect set pieces,Indirect set pieces,Indirect set pieces
14141,Defence,625,700
14142,Attack,650,750
14143,Match plan,Match plan,Match plan
14144,Team attitude,(Hidden),(Hidden)
14145,Tactic,Play creatively,Attack in the Middle
14146,Tactic skill,11,13
14147,Style of play,Neutral,100% Defensive
14148,Average ratings,Average ratings,Average ratings
14149,Total player experience,550,600
14150,Average midfield,725,525
14151,Average defence,900,875
14152,Average attack,825,525
14153,Total average,825,650
14154,Midfield,625,675
14155,Right defence,575,675
14156,Central defence,1050,1100
14157,Left defence,1025,650
14158,Right attack,700,775
14159,Central attack,850,900
14160,Left attack,700,750
14161,Indirect set pieces,Indirect set pieces,Indirect set pieces
14162,Defence,750,750
14163,Attack,675,675
14164,Match plan,Match plan,Match plan
14165,Team attitude,(Hidden),(Hidden)
14166,Tactic,Normal,Normal
14167,Tactic skill,(no tactic),(no tactic)
14168,Style of play,100% Offensive,100% Offensive
14169,Average ratings,Average ratings,Average ratings
14170,Total player experience,475,950
14171,Average midfield,625,675
14172,Average defence,900,800
14173,Average attack,750,800
14174,Total average,750,750
14175,Midfield,850,525
14176,Right defence,650,1025
14177,Central defence,800,725
14178,Left defence,575,875
14179,Right attack,775,975
14180,Central attack,850,350
14181,Left attack,700,1450
14182,Indirect set pieces,Indirect set pieces,Indirect set pieces
14183,Defence,650,600
14184,Attack,550,425
14185,Match plan,Match plan,Match plan
14186,Team attitude,(Hidden),(Hidden)
14187,Tactic,Play creatively,Attack on wings
14188,Tactic skill,13,14
14189,Style of play,Neutral,Neutral
14190,Average ratings,Average ratings,Average ratings
14191,Total player experience,450,825
14192,Average midfield,850,525
14193,Average defence,675,875
14194,Average attack,775,925
14195,Total average,775,775
14196,Midfield,375,600
14197,Right defence,850,1000
14198,Central defence,1075,1200
14199,Left defence,750,1125
14200,Right attack,600,425
14201,Central attack,650,175
14202,Left attack,700,475
14203,Indirect set pieces,Indirect set pieces,Indirect set pieces
14204,Defence,675,725
14205,Attack,575,450
14206,Match plan,Match plan,Match plan
14207,Team attitude,(Hidden),(Hidden)
14208,Tactic,Counter-attacks,Play creatively
14209,Tactic skill,15,9
14210,Style of play,100% Offensive,Neutral
14211,Average ratings,Average ratings,Average ratings
14212,Total player experience,500,500
14213,Average midfield,375,600
14214,Average defence,875,1125
14215,Average attack,650,350
14216,Total average,625,700
14217,Midfield,450,725
14218,Right defence,825,1300
14219,Central defence,600,1275
14220,Left defence,550,1400
14221,Right attack,1050,1050
14222,Central attack,800,900
14223,Left attack,750,1025
14224,Indirect set pieces,Indirect set pieces,Indirect set pieces
14225,Defence,600,725
14226,Attack,525,600
14227,Match plan,Match plan,Match plan
14228,Team attitude,(Hidden),(Hidden)
14229,Tactic,Play creatively,Normal
14230,Tactic skill,12,(no tactic)
14231,Style of play,100% Offensive,Neutral
14232,Average ratings,Average ratings,Average ratings
14233,Total player experience,475,700
14234,Average midfield,450,725
14235,Average defence,650,1325
14236,Average attack,875,975
14237,Total average,650,1000
14238,Midfield,325,925
14239,Right defence,750,700
14240,Central defence,900,1150
14241,Left defence,675,775
14242,Right attack,525,450
14243,Central attack,625,850
14244,Left attack,625,450
14245,Indirect set pieces,Indirect set pieces,Indirect set pieces
14246,Defence,550,650
14247,Attack,450,550
14248,Match plan,Match plan,Match plan
14249,Team attitude,(Hidden),(Hidden)
14250,Tactic,Play creatively,Normal
14251,Tactic skill,9,(no tactic)
14252,Style of play,100% Defensive,100% Offensive
14253,Average ratings,Average ratings,Average ratings
14254,Total player experience,275,825
14255,Average midfield,325,925
14256,Average defence,775,875
14257,Average attack,600,600
14258,Total average,575,800
14259,Midfield,650,425
14260,Right defence,875,1025
14261,Central defence,850,950
14262,Left defence,900,600
14263,Right attack,400,550
14264,Central attack,725,850
14265,Left attack,800,475
14266,Indirect set pieces,Indirect set pieces,Indirect set pieces
14267,Defence,675,725
14268,Attack,600,650
14269,Match plan,Match plan,Match plan
14270,Team attitude,(Hidden),(Hidden)
14271,Tactic,Normal,Play creatively
14272,Tactic skill,(no tactic),9
14273,Style of play,100% Offensive,100% Offensive
14274,Average ratings,Average ratings,Average ratings
14275,Total player experience,425,475
14276,Average midfield,650,425
14277,Average defence,875,850
14278,Average attack,650,625
14279,Total average,725,625
14280,Midfield,750,725
14281,Right defence,725,1100
14282,Central defence,1050,1175
14283,Left defence,825,1100
14284,Right attack,600,850
14285,Central attack,650,950
14286,Left attack,500,900
14287,Indirect set pieces,Indirect set pieces,Indirect set pieces
14288,Defence,550,825
14289,Attack,450,700
14290,Match plan,Match plan,Match plan
14291,Team attitude,(Hidden),(Hidden)
14292,Tactic,Play creatively,Attack in the Middle
14293,Tactic skill,15,14
14294,Style of play,Neutral,100% Offensive
14295,Average ratings,Average ratings,Average ratings
14296,Total player experience,725,525
14297,Average midfield,750,725
14298,Average defence,875,1125
14299,Average attack,600,900
14300,Total average,750,925
14301,Midfield,800,850
14302,Right defence,1350,700
14303,Central defence,1400,850
14304,Left defence,875,775
14305,Right attack,850,975
14306,Central attack,900,1200
14307,Left attack,725,525
14308,Indirect set pieces,Indirect set pieces,Indirect set pieces
14309,Defence,775,600
14310,Attack,600,550
14311,Match plan,Match plan,Match plan
14312,Team attitude,(Hidden),(Hidden)
14313,Tactic,Normal,Normal
14314,Tactic skill,(no tactic),(no tactic)
14315,Style of play,Neutral,Neutral
14316,Average ratings,Average ratings,Average ratings
14317,Total player experience,650,800
14318,Average midfield,800,850
14319,Average defence,1200,775
14320,Average attack,825,900
14321,Total average,950,850
14322,Midfield,525,475
14323,Right defence,950,1300
14324,Central defence,1300,1000
14325,Left defence,900,1025
14326,Right attack,575,1000
14327,Central attack,625,950
14328,Left attack,475,975
14329,Indirect set pieces,Indirect set pieces,Indirect set pieces
14330,Defence,775,675
14331,Attack,725,575
14332,Match plan,Match plan,Match plan
14333,Team attitude,(Hidden),(Hidden)
14334,Tactic,Attack on wings,Attack on wings
14335,Tactic skill,10,12
14336,Style of play,Neutral,Neutral
14337,Average ratings,Average ratings,Average ratings
14338,Total player experience,600,675
14339,Average midfield,525,475
14340,Average defence,1050,1100
14341,Average attack,550,975
14342,Total average,700,850
14343,Midfield,700,750
14344,Right defence,1125,1150
14345,Central defence,850,1400
14346,Left defence,975,1300
14347,Right attack,1025,875
14348,Central attack,675,1150
14349,Left attack,950,900
14350,Indirect set pieces,Indirect set pieces,Indirect set pieces
14351,Defence,1050,800
14352,Attack,900,750
14353,Match plan,Match plan,Match plan
14354,Team attitude,(Hidden),(Hidden)
14355,Tactic,Attack on wings,Normal
14356,Tactic skill,21,(no tactic)
14357,Style of play,Neutral,100% Offensive
14358,Average ratings,Average ratings,Average ratings
14359,Total player experience,800,825
14360,Average midfield,700,750
14361,Average defence,975,1275
14362,Average attack,875,975
14363,Total average,850,1000
14364,Midfield,975,625
14365,Right defence,1000,1000
14366,Central defence,950,1025
14367,Left defence,1050,1125
14368,Right attack,1050,825
14369,Central attack,950,1075
14370,Left attack,500,650
14371,Indirect set pieces,Indirect set pieces,Indirect set pieces
14372,Defence,850,675
14373,Attack,725,550
14374,Match plan,Match plan,Match plan
14375,Team attitude,(Hidden),(Hidden)
14376,Tactic,Normal,Normal
14377,Tactic skill,(no tactic),(no tactic)
14378,Style of play,Neutral,Neutral
14379,Average ratings,Average ratings,Average ratings
14380,Total player experience,750,475
14381,Average midfield,975,625
14382,Average defence,1000,1050
14383,Average attack,825,850
14384,Total average,925,850
14385,Midfield,700,725
14386,Right defence,775,1000
14387,Central defence,775,1025
14388,Left defence,825,1025
14389,Right attack,1000,1475
14390,Central attack,1475,1100
14391,Left attack,1025,1425
14392,Indirect set pieces,Indirect set pieces,Indirect set pieces
14393,Defence,600,700
14394,Attack,800,650
14395,Match plan,Match plan,Match plan
14396,Team attitude,(Hidden),(Hidden)
14397,Tactic,Normal,Normal
14398,Tactic skill,(no tactic),(no tactic)
14399,Style of play,Neutral,100% Offensive
14400,Average ratings,Average ratings,Average ratings
14401,Total player experience,600,750
14402,Average midfield,700,725
14403,Average defence,800,1025
14404,Average attack,1150,1325
14405,Total average,875,1025
14406,Midfield,650,750
14407,Right defence,725,475
14408,Central defence,600,875
14409,Left defence,425,800
14410,Right attack,850,725
14411,Central attack,1200,1050
14412,Left attack,875,950
14413,Indirect set pieces,Indirect set pieces,Indirect set pieces
14414,Defence,525,575
14415,Attack,500,575
14416,Match plan,Match plan,Match plan
14417,Team attitude,(Hidden),(Hidden)
14418,Tactic,Normal,Normal
14419,Tactic skill,(no tactic),(no tactic)
14420,Style of play,100% Offensive,100% Offensive
14421,Average ratings,Average ratings,Average ratings
14422,Total player experience,650,400
14423,Average midfield,650,750
14424,Average defence,575,700
14425,Average attack,975,900
14426,Total average,725,775
14427,Midfield,775,750
14428,Right defence,550,1600
14429,Central defence,875,1850
14430,Left defence,500,1750
14431,Right attack,800,300
14432,Central attack,1025,450
14433,Left attack,775,1300
14434,Indirect set pieces,Indirect set pieces,Indirect set pieces
14435,Defence,725,875
14436,Attack,675,525
14437,Match plan,Match plan,Match plan
14438,Team attitude,(Hidden),(Hidden)
14439,Tactic,Normal,Normal
14440,Tactic skill,(no tactic),(no tactic)
14441,Style of play,100% Offensive,100% Defensive
14442,Average ratings,Average ratings,Average ratings
14443,Total player experience,675,675
14444,Average midfield,775,750
14445,Average defence,650,1725
14446,Average attack,875,675
14447,Total average,775,1050
14448,Midfield,600,775
14449,Right defence,725,850
14450,Central defence,1025,1250
14451,Left defence,625,775
14452,Right attack,550,400
14453,Central attack,1050,850
14454,Left attack,575,400
14455,Indirect set pieces,Indirect set pieces,Indirect set pieces
14456,Defence,675,700
14457,Attack,750,675
14458,Match plan,Match plan,Match plan
14459,Team attitude,(Hidden),(Hidden)
14460,Tactic,Pressing,Attack in the Middle
14461,Tactic skill,6,10
14462,Style of play,100% Offensive,100% Offensive
14463,Average ratings,Average ratings,Average ratings
14464,Total player experience,750,600
14465,Average midfield,600,775
14466,Average defence,800,950
14467,Average attack,725,550
14468,Total average,700,750
14469,Midfield,800,900
14470,Right defence,1100,950
14471,Central defence,1100,800
14472,Left defence,950,475
14473,Right attack,975,775
14474,Central attack,1900,825
14475,Left attack,925,550
14476,Indirect set pieces,Indirect set pieces,Indirect set pieces
14477,Defence,875,675
